GID	HCT116_R1	HCT116_R2	HCT116_R3	NCM460_R1	NCM460_R2	NCM460_R3	Length
ENSG00000034152	2177	2768	3759	4394	4075	3526	3783
ENSG00000034239	0	0	0	0	0	0	5805
ENSG00000034510	7633	5897	21628	31856	40865	13662	492
ENSG00000034533	321	478	83	343	317	315	3427
ENSG00000034677	860	833	1131	1010	835	2492	6031
ENSG00000034693	746	805	515	965	866	960	2222
ENSG00000034713	3480	2543	1612	1487	1126	1764	3034
ENSG00000034971	0	0	0	0	0	0	2095
ENSG00000035115	278	198	1117	1718	821	1883	11165
ENSG00000035141	4849	5701	2934	3634	4003	2467	3086
ENSG00000035403	6828	7169	7774	9661	6699	12138	5818
ENSG00000035499	1614	1651	1704	2361	1616	1999	3806
ENSG00000035664	96	47	313	160	41	25	7041
ENSG00000035681	1015	1331	1586	3464	3818	3864	6165
ENSG00000035687	3356	4555	2002	5566	4500	2579	3666
ENSG00000035720	5	14	1	0	0	0	1655
ENSG00000035862	3184	2579	4761	3182	2227	4385	5633
ENSG00000035928	3363	4178	3493	4450	3498	6222	6713
ENSG00000036054	1534	1675	1218	2133	1212	2971	5168
ENSG00000036257	3309	4788	4904	6508	5283	4778	11501
ENSG00000036448	283	636	113	0	0	138	7062
ENSG00000036473	5	0	1	0	0	0	1585
ENSG00000036530	37	15	111	0	0	17	9354
ENSG00000036549	3168	4405	2419	2748	1588	3168	9008
ENSG00000036565	0	0	0	0	0	0	3910
ENSG00000036672	734	920	392	35	44	55	4538
ENSG00000036828	0	0	0	0	0	0	5390
ENSG00000037042	646	268	1422	279	265	808	2772
ENSG00000037241	1531	2537	893	1141	1523	1626	1164
ENSG00000037280	4624	3508	8	0	0	0	8849
ENSG00000037474	3505	4574	5711	8426	8903	13700	5506
ENSG00000037637	1246	1437	1431	1262	1243	1247	8984
ENSG00000037749	1685	2427	1257	1663	1578	3131	7213
ENSG00000037757	2176	3296	587	420	567	621	3456
ENSG00000037897	464	537	653	592	689	782	2621
ENSG00000037965	274	306	71	28	69	15	3371
ENSG00000038002	714	448	318	1325	1597	279	2675
ENSG00000038210	1145	1170	1875	4264	1759	1862	7332
ENSG00000038219	1413	1705	2751	2362	1237	5166	15860
ENSG00000038274	2700	2843	2980	2640	1959	4445	5153
ENSG00000038295	37	44	37	0	0	6	7522
ENSG00000038358	3558	4867	4113	2861	3070	3172	6173
ENSG00000038382	1043	1372	5650	2831	2514	17153	17500
ENSG00000038427	1739	2079	1704	0	0	6	14831
ENSG00000038532	1366	1909	1921	2312	1749	1268	11944
ENSG00000038945	10	0	1	0	0	5	7812
ENSG00000039068	302	140	4920	307	294	9795	6154
ENSG00000039123	2770	5469	3035	4253	4110	3209	6578
ENSG00000039139	11	10	19	35	12	149	16475
ENSG00000039319	1909	1915	1613	2837	2016	1983	11461
ENSG00000039523	1984	2067	2214	2236	2072	2420	6730
ENSG00000039537	0	0	0	0	0	4	4739
ENSG00000039560	1363	1509	2987	1428	1363	5111	7702
ENSG00000039600	15	12	28	0	0	16	3471
ENSG00000039650	1616	1561	2705	3396	3410	743	3531
ENSG00000039987	7	0	9	3	0	0	2646
ENSG00000040199	1008	1688	1072	744	543	1543	12493
ENSG00000040275	3670	4365	1254	2219	2114	3342	4777
ENSG00000040341	1072	1118	1436	1401	752	1836	8998
ENSG00000040487	1152	846	498	1388	2154	716	2686
ENSG00000040531	952	1133	716	1149	1496	920	3398
ENSG00000040608	813	732	1170	1032	937	184	3339
ENSG00000040633	1537	2071	2105	2049	2212	1296	2783
ENSG00000040731	28	12	0	96	7	0	3660
ENSG00000040933	2064	1800	1929	1700	802	1311	13202
ENSG00000041353	76	54	236	811	580	1349	7432
ENSG00000041357	9811	11426	6228	9249	7589	9423	3839
ENSG00000041515	0	0	3	3	5	26	8994
ENSG00000041802	1297	2022	2986	3395	4073	4033	4818
ENSG00000041880	172	188	1021	304	170	514	2928
ENSG00000041982	845	356	2	7	4	3548	8687
ENSG00000041988	637	506	424	357	541	308	4072
ENSG00000042062	0	5	36	0	1	77	6009
ENSG00000042088	1360	1661	1088	1437	1566	1425	6221
ENSG00000042286	439	321	1895	1531	2045	1529	5131
ENSG00000042304	0	0	0	0	0	0	2087
ENSG00000042317	219	271	252	656	500	219	6872
ENSG00000042429	1267	1798	1846	1773	1751	1323	10773
ENSG00000042445	1588	1432	4092	3105	1631	1610	4264
ENSG00000042493	307	154	3882	5780	4346	1064	2607
ENSG00000042753	5990	5781	4934	9868	10516	2917	1704
ENSG00000042781	4	6	3	8	1	4	20584
ENSG00000042813	0	0	0	0	0	0	2643
ENSG00000042832	0	0	6	26	2	1	11132
ENSG00000042980	2	0	21	2	0	2	9351
ENSG00000043039	1148	1059	17	0	0	118	4411
ENSG00000043093	1303	1581	2121	3145	2183	2556	8412
ENSG00000043143	310	315	2339	7162	5040	4018	9873
ENSG00000043355	2348	4397	1419	19	8	370	3301
ENSG00000043462	3	0	1	0	1	0	7231
ENSG00000043514	814	883	1179	1048	1003	1496	3054
ENSG00000043591	127	87	114	48	54	64	2862
ENSG00000044012	0	0	0	0	1	0	597
ENSG00000044090	1216	1043	3527	1382	1097	879	5628
ENSG00000044115	6843	7784	16872	18050	18743	21165	8830
ENSG00000044446	1529	1738	1531	526	568	1052	9029
ENSG00000044459	685	680	294	191	149	489	11167
ENSG00000044524	198	234	0	0	0	0	6674
ENSG00000044574	31502	31675	28876	62600	55706	19294	3908
ENSG00000046604	6163	5817	10212	20478	12357	9414	6190
ENSG00000046647	495	548	285	238	134	252	2424
ENSG00000046651	791	1095	858	1773	1685	916	5212
ENSG00000046653	679	659	99	36	37	40	5675
ENSG00000046774	78	4	0	0	0	0	1991
ENSG00000046889	257	294	0	0	0	0	12058
ENSG00000047056	736	1112	1158	774	570	576	5656
ENSG00000047188	2441	3182	2380	2564	1774	2190	10816
ENSG00000047230	1246	1582	858	1440	1056	999	5510
ENSG00000047249	1318	1709	1313	2499	2164	3885	5090
ENSG00000047315	6470	8825	8251	9187	6415	6985	5901
ENSG00000047346	263	275	345	669	226	759	7755
ENSG00000047365	196	226	998	1028	722	1230	12428
ENSG00000047410	7957	10704	10409	15428	9480	10022	12350
ENSG00000047457	0	1	1	5	0	22	7296
ENSG00000047578	440	689	1940	1049	727	800	9692
ENSG00000047579	950	1011	623	1041	1283	701	3078
ENSG00000047597	190	207	285	386	600	63	5206
ENSG00000047617	18	22	0	1	0	20	6012
ENSG00000047621	1043	1435	502	1015	1297	1327	4939
ENSG00000047634	4313	4286	645	778	649	867	5475
ENSG00000047644	1	4	520	2003	1204	502	7114
ENSG00000047648	0	1	1	5	0	0	8357
ENSG00000047662	17	20	34	7	1	0	6622
ENSG00000047849	7986	13655	14062	13012	10212	9157	14901
ENSG00000047932	2115	2611	2151	3458	3120	3442	5025
ENSG00000047936	2	5	0	0	0	0	7856
ENSG00000048028	2718	2980	912	2278	1332	1067	5719
ENSG00000048052	62	58	249	36	8	2541	16827
ENSG00000048140	2913	2239	3413	3373	3075	2028	5218
ENSG00000048162	998	1579	1285	1431	1777	1793	2852
ENSG00000048342	796	885	885	518	424	757	7570
ENSG00000048392	1298	1485	4922	4471	1643	1937	5548
ENSG00000048405	844	928	1254	1320	1217	1289	5793
ENSG00000048462	0	0	1	0	0	0	1118
ENSG00000048471	353	808	632	369	318	773	11298
ENSG00000048540	1	0	12	0	0	0	10268
ENSG00000048544	2489	2597	2139	2284	2729	6517	2110
ENSG00000048545	0	0	4	0	0	0	2317
ENSG00000048649	2083	2338	2855	1765	944	2305	15740
ENSG00000048707	1219	1652	3305	2344	1281	3837	20346
ENSG00000048740	1577	1635	0	1	4	1	9873
ENSG00000048828	5182	7201	7001	13369	9535	15316	7296
ENSG00000048991	2523	3706	2695	1859	1294	3321	7898
ENSG00000049089	71	64	442	0	1	10	4151
ENSG00000049130	949	1065	60145	5877	2281	1592	6030
ENSG00000049167	518	401	436	230	207	501	4847
ENSG00000049192	24	30	123	61	3	287	8567
ENSG00000049239	1110	974	4138	2525	1397	2015	9321
ENSG00000049245	4260	4524	2975	3903	3208	6836	2760
ENSG00000049246	306	305	349	1523	213	679	8059
ENSG00000049247	1	4	37	1	1	35	1783
ENSG00000049249	279	7	1	12	15	1	2284
ENSG00000049283	24	8	1414	834	184	568	4642
ENSG00000049319	8	0	4	0	0	0	4647
ENSG00000049323	721	1299	682	126	92	18	7329
ENSG00000049449	8029	6526	4600	11132	11330	3776	7225
ENSG00000049540	35	2	22	0	0	0	6542
ENSG00000049541	4675	4737	1456	1664	3186	1159	2197
ENSG00000049618	1217	3130	2706	3158	2988	1966	16334
ENSG00000049656	2813	5516	5574	5452	8845	6876	6557
ENSG00000049759	1207	1034	2159	1529	877	3527	15717
ENSG00000049768	12	26	0	7	10	1	2578
ENSG00000049769	144	294	118	48	55	64	4162
ENSG00000049860	4484	3229	4018	13087	6010	2498	5067
ENSG00000049883	235	360	550	319	365	464	3637
ENSG00000050030	45	127	0	0	0	0	11719
ENSG00000050130	1270	1222	1846	3164	3044	2493	4350
ENSG00000050165	420	183	5	43	80	379	5059
ENSG00000050327	0	8	1346	978	966	476	5818
ENSG00000050344	2429	1663	1928	2736	3079	2896	4249
ENSG00000050393	2812	2827	2281	4538	3457	2122	6057
ENSG00000050405	2149	2865	5189	6870	2164	18874	6317
ENSG00000050426	1561	1517	2071	1196	1487	3216	4400
ENSG00000050438	106	31	182	539	91	16	11415
ENSG00000050555	1481	699	1179	4	6	0	7594
ENSG00000050628	26	19	0	0	0	0	9882
ENSG00000050730	5	8	4	0	0	1	3768
ENSG00000050748	5069	3632	2410	3586	2475	3932	8955
ENSG00000050767	114	55	1	0	5	0	3878
ENSG00000050820	2458	2488	2678	4867	5505	6542	8335
ENSG00000051009	1161	1117	1554	1348	1317	887	4736
ENSG00000051108	2064	1959	1707	2236	875	1790	4178
ENSG00000051128	303	195	1145	179	197	1690	3422
ENSG00000051180	1308	998	521	1297	2023	1163	2863
ENSG00000051341	1902	1695	1249	2179	1847	2721	9099
ENSG00000051382	1135	1255	2294	3389	2533	2419	6531
ENSG00000051523	5228	5381	9808	9245	8439	138	3357
ENSG00000051596	3574	4475	1438	2388	2788	2254	3437
ENSG00000051620	2820	2787	1990	1633	1537	1288	10356
ENSG00000051825	1871	2538	1703	1050	922	2183	10304
ENSG00000052126	710	809	1040	2094	1163	5154	12596
ENSG00000052344	270	33	1534	6214	2915	593	3008
ENSG00000052723	4597	3545	2646	2084	1966	2944	5894
ENSG00000052749	1813	4522	3439	2133	4474	2970	6801
ENSG00000052795	970	1269	376	516	491	408	10868
ENSG00000052802	2008	2744	3614	4393	1564	1231	2892
ENSG00000052841	2941	1915	2233	2391	2101	3139	11284
ENSG00000052850	915	1428	3	1	0	6	5750
ENSG00000053108	72	26	96	2	1	1	6733
ENSG00000053254	1339	1935	2034	1697	586	818	11033
ENSG00000053328	26	23	0	0	0	0	1774
ENSG00000053371	2666	2484	1853	1631	1391	1280	1781
ENSG00000053372	3457	6157	3125	3794	7253	4711	2822
ENSG00000053438	2	24	28	37	18	233	1294
ENSG00000053501	565	589	655	412	468	490	2431
ENSG00000053524	21	13	129	10	0	108	20568
ENSG00000053702	20	42	75	64	27	34	2803
ENSG00000053747	808	823	586	9041	13085	21328	13522
ENSG00000053770	1002	1414	1170	3936	2736	1760	4371
ENSG00000053900	868	918	1484	1453	1069	1570	7494
ENSG00000053918	97	144	642	533	190	0	3971
ENSG00000054116	2307	2289	2332	2278	2459	1886	3313
ENSG00000054118	2764	7694	11273	10279	6365	7445	4736
ENSG00000054148	2023	1967	2583	4195	3677	1208	1908
ENSG00000054179	269	47	1670	593	330	161	2633
ENSG00000054219	0	0	5	83	22	0	9430
ENSG00000054267	2023	2534	1985	3011	1522	2110	11073
ENSG00000054277	128	203	130	318	148	278	3480
ENSG00000054282	1132	800	522	1068	813	1050	5353
ENSG00000054356	10	0	14	0	0	0	8261
ENSG00000054392	384	283	248	422	216	51	4296
ENSG00000054523	3313	4574	4312	3522	2631	5422	17693
ENSG00000054598	5622	7024	4448	19635	13980	1287	3447
ENSG00000054611	657	1261	1214	1364	963	1563	5305
ENSG00000054654	1485	1257	4608	5018	2238	7697	31405
ENSG00000054690	1277	810	2122	2076	1117	685	10817
ENSG00000054793	1699	1896	2533	6322	3850	3812	8317
ENSG00000054796	0	0	0	0	0	0	1867
ENSG00000054803	0	0	0	0	0	0	3024
ENSG00000054938	0	0	1	0	0	0	3073
ENSG00000054965	1833	2814	3208	1857	1138	1731	7823
ENSG00000054967	644	748	743	377	671	367	6322
ENSG00000054983	250	141	0	44831	11564	10	6825
ENSG00000055044	5596	9056	4840	6957	8240	8071	3299
ENSG00000055070	5448	7551	5340	5017	6327	4638	4747
ENSG00000055118	366	239	1476	75	40	6	7017
ENSG00000055130	3468	5103	3934	5529	4994	3245	3548
ENSG00000055147	1767	1396	756	415	624	1194	6543
ENSG00000055163	2451	2003	4965	1137	268	112	10509
ENSG00000055208	2402	2650	4898	5252	3663	5702	5758
ENSG00000055211	1681	1073	1246	2043	1961	1787	2248
ENSG00000055332	3292	3012	4403	5411	2909	5385	10753
ENSG00000055483	2414	3404	4359	2645	2838	3934	10409
ENSG00000055609	1230	1653	2433	2517	1413	2913	22650
ENSG00000055732	728	613	1118	5	1	1242	6623
ENSG00000055813	3	1	21	7	0	0	3982
ENSG00000055917	2908	3984	7156	6275	4457	6686	6858
ENSG00000055950	2170	2137	2564	2118	2042	1356	3573
ENSG00000055955	8	1	25	1	0	4	5462
ENSG00000055957	0	1	0	0	0	0	4543
ENSG00000056050	1312	1082	735	730	818	773	1436
ENSG00000056097	3203	5730	5956	6658	4685	10864	6792
ENSG00000056277	1147	1082	736	576	479	625	4634
ENSG00000056291	29	13	0	0	0	0	2359
ENSG00000056487	400	319	0	0	0	539	5753
ENSG00000056558	116	116	181	7	0	55	6449
ENSG00000056586	3807	3919	4191	3179	2164	6063	11545
ENSG00000056661	1698	1607	1755	3080	2922	1603	3511
ENSG00000056736	887	523	821	886	1150	62	3038
ENSG00000056972	681	538	667	1141	963	900	6553
ENSG00000056998	1156	913	0	13	0	0	3646
ENSG00000057019	1861	2522	47468	72	11	21820	11274
ENSG00000057149	0	0	1	0	0	1	1777
ENSG00000057252	2925	3376	2146	1574	870	3204	7033
ENSG00000057294	768	598	1663	11233	5759	6317	6069
ENSG00000057468	143	95	80	2	1	0	3266
ENSG00000057593	0	0	0	1	0	0	3792
ENSG00000057608	5894	12208	5797	12796	12596	4644	4033
ENSG00000057657	17	0	104	274	119	59	6369
ENSG00000057663	1741	1911	1465	2481	1819	1399	3924
ENSG00000057704	476	609	491	7	2	1382	6515
ENSG00000057757	2156	2198	1469	2558	3126	1966	2186
ENSG00000057935	1889	1435	1678	1567	1061	1135	10580
ENSG00000058056	1382	1780	1804	1253	1168	1537	8440
ENSG00000058063	1620	1540	2774	3314	2234	3378	9196
ENSG00000058085	24	85	1631	3389	10361	36943	6543
ENSG00000058091	562	882	652	1	4	906	6841
ENSG00000058262	9179	16393	12640	16312	23339	9074	4697
ENSG00000058272	1665	2473	2933	3093	2116	5747	12490
ENSG00000058335	75	21	121	16	0	291	8683
ENSG00000058404	58	70	44	1	15	0	8159
ENSG00000058453	1279	1045	3002	635	495	441	8871
ENSG00000058600	3628	3732	3041	3277	3494	2814	9454
ENSG00000058668	1792	1919	4863	4650	1832	2746	9721
ENSG00000058673	5372	6226	9174	11319	6540	9707	9700
ENSG00000058729	1317	1661	815	1414	1379	793	5502
ENSG00000058799	603	717	606	1094	807	1067	2259
ENSG00000058804	5157	6753	4061	6415	7902	7395	5135
ENSG00000058866	4	3	415	25	3	8	10978
ENSG00000059122	2743	2867	3487	1250	1379	1220	8413
ENSG00000059145	1550	1875	1984	937	1628	703	8504
ENSG00000059377	130	55	80	16	12	24	6271
ENSG00000059378	0	0	921	3260	1858	1282	6285
ENSG00000059573	6115	8570	4917	5482	5300	4332	3756
ENSG00000059588	2082	2621	2043	3092	2357	2299	7743
ENSG00000059691	1047	1306	1028	977	1227	1014	11757
ENSG00000059728	195	136	319	1238	721	1107	6321
ENSG00000059758	775	1019	1303	1129	750	3113	6547
ENSG00000059769	509	508	527	405	473	818	3675
ENSG00000059804	593	89	396	4381	9183	3143	6159
ENSG00000059915	70	24	502	3	7	0	6327
ENSG00000060069	858	1289	2109	905	1128	635	5296
ENSG00000060138	18075	24331	11868	8483	11146	14572	8615
ENSG00000060140	193	25	396	131	54	265	3424
ENSG00000060237	7072	8932	5877	8473	7074	10746	14370
ENSG00000060303	0	0	0	0	0	0	408
ENSG00000060339	3883	6156	5297	6496	4643	7506	6002
ENSG00000060491	2606	2680	6270	4624	4933	2912	4702
ENSG00000060558	0	0	30	10	8	1229	2613
ENSG00000060566	28	21	45	60	13	0	2678
ENSG00000060642	551	449	646	629	512	668	3382
ENSG00000060656	8648	9690	5272	5117	2090	1351	6700
ENSG00000060688	3723	4937	2525	2334	3054	2789	4011
ENSG00000060709	4	7	11	4	15	0	8738
ENSG00000060718	6	2	0	0	0	0	8265
ENSG00000060749	3680	5689	4985	3219	2915	6664	10537
ENSG00000060762	1696	1844	692	726	751	669	1525
ENSG00000060971	632	873	1472	1419	1341	732	7106
ENSG00000060982	2697	2615	9	29	0	4307	10372
ENSG00000061273	1843	1626	2519	4564	4470	2589	9936
ENSG00000061337	408	261	571	1	5	1	5706
ENSG00000061455	426	648	33	1	0	10	9350
ENSG00000061492	73	5	2	0	0	0	2089
ENSG00000061656	175	122	283	66	72	133	2240
ENSG00000061676	6993	7135	7972	18013	10447	16502	22520
ENSG00000061794	2945	2976	2295	5404	5369	2917	1979
ENSG00000061918	937	807	0	0	0	0	3724
ENSG00000061936	1736	2807	3143	2430	3070	3045	10157
ENSG00000061938	1521	1563	4288	832	861	1197	11297
ENSG00000061987	1217	1292	2063	2194	1526	2872	13121
ENSG00000062038	938	278	7449	0	0	10842	5009
ENSG00000062096	0	0	1	1	1	0	2215
ENSG00000062194	4290	4379	3279	4470	3417	3414	6493
ENSG00000062282	534	181	347	518	491	95	7904
ENSG00000062370	123	142	137	370	395	225	3848
ENSG00000062485	8339	11332	8273	12878	11648	11832	6402
ENSG00000062524	293	121	830	43	5	13	3490
ENSG00000062582	5	12	20	21	9	35	2613
ENSG00000062598	1974	1699	1107	1681	1607	2437	6714
ENSG00000062650	3265	4450	3661	5456	4554	4795	7280
ENSG00000062716	2251	3568	7570	5733	4531	11280	6916
ENSG00000062725	1748	1857	2660	1465	1013	1680	9866
ENSG00000062822	6454	7261	4438	4766	5791	1975	4856
ENSG00000063015	1	0	8	4	1	6	5103
ENSG00000063046	16490	21136	29932	15099	13437	18206	6146
ENSG00000063127	183	133	743	31	9	4	3599
ENSG00000063169	1454	2028	1414	2386	2162	578	7147
ENSG00000063176	319	771	775	2182	2349	265	6008
ENSG00000063177	28412	36146	23741	36582	50559	16121	4209
ENSG00000063180	942	426	895	1599	245	50	2075
ENSG00000063241	1587	2462	1590	3626	2717	822	4408
ENSG00000063244	7825	11999	9068	12308	21371	5617	4115
ENSG00000063245	5522	7019	6083	9999	11798	2239	3849
ENSG00000063322	2012	2935	2017	4784	5013	1720	3835
ENSG00000063438	708	648	2292	98	28	340	7678
ENSG00000063515	0	0	0	0	0	0	1033
ENSG00000063587	2081	2095	1248	635	648	939	8148
ENSG00000063601	3525	4286	1475	2273	2294	3864	6332
ENSG00000063660	2433	2315	6291	5988	13858	3333	6514
ENSG00000063761	604	763	449	597	582	362	5317
ENSG00000063854	900	719	957	866	801	279	5052
ENSG00000063978	2508	2553	3261	4845	4851	4141	7276
ENSG00000064012	904	688	1823	2726	1884	2235	6808
ENSG00000064042	361	431	630	52	12	1097	10862
ENSG00000064102	2809	4131	1726	2204	2422	2532	3345
ENSG00000064115	2778	2779	2182	12243	5403	2340	3888
ENSG00000064195	404	213	10	0	6	43	2715
ENSG00000064199	157	201	212	155	84	85	5205
ENSG00000064201	7	5	11	0	0	0	3793
ENSG00000064205	0	1	26	7	8	0	4981
ENSG00000064218	0	0	0	7	0	0	2387
ENSG00000064225	439	572	685	8	0	62	6288
ENSG00000064270	16	16	960	49	42	481	6693
ENSG00000064300	1307	260	1329	0	0	24	4150
ENSG00000064309	769	1141	1032	26	7	226	10600
ENSG00000064313	1551	2735	4084	2966	2209	5768	6547
ENSG00000064393	1483	2563	6799	1642	1136	2508	15220
ENSG00000064419	3437	5536	3191	4819	4065	3541	3933
ENSG00000064489	0	2	4	2	2	0	1931
ENSG00000064490	1025	1109	1382	1691	1568	881	2533
ENSG00000064545	3065	4508	2877	1720	1602	800	3281
ENSG00000064547	281	211	993	1818	1486	301	2980
ENSG00000064601	1978	2399	4283	8389	5676	5670	5856
ENSG00000064607	3540	3615	4337	1791	1621	3782	7744
ENSG00000064651	1600	2169	4782	53389	12964	2021	10664
ENSG00000064652	606	422	365	322	211	1175	3550
ENSG00000064655	256	435	0	0	0	297	3618
ENSG00000064666	3954	3483	6161	8903	11040	6834	3928
ENSG00000064687	2068	1805	7314	2835	1127	659	8365
ENSG00000064692	73	56	14	2907	56	55	7325
ENSG00000064703	1929	2727	1249	1984	2166	1747	6019
ENSG00000064726	5638	6204	5619	5209	4211	5337	4169
ENSG00000064763	501	600	336	404	212	41	5411
ENSG00000064787	129	26	14	21	10	49	9024
ENSG00000064835	0	0	0	0	0	0	1569
ENSG00000064886	0	0	12	7	4	1	3295
ENSG00000064932	3036	3287	3895	2989	2623	4380	6476
ENSG00000064933	1756	1725	1398	1146	1174	1341	5152
ENSG00000064961	4955	3940	6961	2421	2785	3832	3857
ENSG00000064989	49	52	118	2	0	0	6144
ENSG00000064995	1909	1612	618	1248	1357	683	1580
ENSG00000064999	1639	2405	2573	2371	1890	2449	6766
ENSG00000065000	7696	15143	11332	15785	14369	7785	8618
ENSG00000065029	1201	1247	2274	348	157	1231	6789
ENSG00000065054	1683	1779	2118	1655	997	385	3550
ENSG00000065057	761	1108	693	686	1246	223	1658
ENSG00000065060	2131	1662	2153	1719	1313	2368	9844
ENSG00000065135	4517	5287	4583	6320	4829	6105	3206
ENSG00000065150	15635	25680	12672	13283	18880	15475	9671
ENSG00000065154	4755	6802	7027	13060	4806	8496	3388
ENSG00000065183	3367	6310	3807	2662	3277	5877	10275
ENSG00000065243	3038	4697	3361	4352	3111	5781	7014
ENSG00000065268	2353	3325	3219	2653	4124	1313	2474
ENSG00000065308	1456	1707	3564	3751	3399	4653	6908
ENSG00000065320	1988	2931	937	960	963	178	6431
ENSG00000065325	4	0	1	8	0	0	6052
ENSG00000065328	3990	4521	1252	1785	2996	1031	5454
ENSG00000065357	735	299	1746	1047	347	4571	10215
ENSG00000065361	978	571	2351	3439	1274	2264	8651
ENSG00000065371	0	0	0	6	0	0	4395
ENSG00000065413	84	112	129	35	25	97	9228
ENSG00000065427	7700	10501	6377	7747	11035	13092	3815
ENSG00000065457	771	723	819	1041	1156	1978	4486
ENSG00000065485	1713	911	2130	2345	2200	1049	4030
ENSG00000065491	664	813	764	919	767	1146	3462
ENSG00000065518	2976	3057	2530	2592	2300	2506	1889
ENSG00000065526	8055	15466	8157	4926	3523	7322	13294
ENSG00000065534	333	342	446	42	17	570	22166
ENSG00000065548	4282	5230	2729	4666	4533	4271	3125
ENSG00000065559	1323	2067	2176	3259	2724	2587	5714
ENSG00000065600	1725	1095	847	683	776	609	2914
ENSG00000065609	356	96	0	0	0	0	6657
ENSG00000065613	3191	4197	5319	4557	3664	7914	7974
ENSG00000065615	1108	1201	1170	1399	1070	1097	9635
ENSG00000065618	0	0	182	1214	305	27916	6426
ENSG00000065621	812	199	3814	1438	979	637	10344
ENSG00000065665	988	757	477	597	320	145	3916
ENSG00000065675	444	299	129	592	606	80	3285
ENSG00000065717	1695	781	2114	824	411	188	4038
ENSG00000065802	1403	1387	2024	1364	1486	1612	7410
ENSG00000065809	1494	1211	1811	4042	1682	3264	7019
ENSG00000065833	1256	1515	3018	12	0	1430	3378
ENSG00000065882	1902	1586	3929	2375	1347	1620	9027
ENSG00000065883	1604	2802	2225	2323	1959	2500	8921
ENSG00000065911	7099	7571	6683	5056	3786	5417	4870
ENSG00000065923	436	306	1008	1737	577	1236	3838
ENSG00000065970	1044	971	2089	1066	1071	2096	6296
ENSG00000065978	47763	71779	37878	40220	48672	40398	1930
ENSG00000065989	1166	2087	3408	648	451	608	6644
ENSG00000066027	1466	2228	2208	6283	4777	1944	3820
ENSG00000066032	0	1	0	1	0	0	7538
ENSG00000066044	6936	8730	6219	6194	6691	5153	6956
ENSG00000066056	4	0	12	0	0	0	6694
ENSG00000066084	1437	2440	4009	2538	1818	6492	10361
ENSG00000066117	3137	3828	4125	3801	3506	4335	5136
ENSG00000066135	2401	3063	2571	2581	1669	1523	5172
ENSG00000066136	1058	1996	1870	1779	1732	1794	5990
ENSG00000066185	73	26	11	4	1	0	2195
ENSG00000066230	36	51	347	52	38	3	2783
ENSG00000066248	1671	689	423	87	39	223	4687
ENSG00000066279	2722	5518	4398	6165	2616	9167	10887
ENSG00000066294	0	0	0	0	0	4	9255
ENSG00000066322	2011	3127	2967	7684	6745	3263	2458
ENSG00000066336	10	24	5	0	0	0	2069
ENSG00000066379	192	347	408	334	543	463	3672
ENSG00000066382	167	184	0	0	0	0	8198
ENSG00000066405	2	12	26	21	2	4	3877
ENSG00000066422	2013	2334	1522	1607	1254	3211	7416
ENSG00000066427	706	537	886	1275	484	1121	8470
ENSG00000066455	1370	1334	1523	3279	2171	3309	3295
